Player,Nation_code,Age,Pos,Pos_group,Playing Time 90s,weighted_score_norm2,weighted_score_robust_z
Jordan Pickford,ENG,29.0,GK,GK,38.0,-0.13157894736842105,-1.2920851280791685
Eddie Nketiah,ENG,24.0,FW,FWD,12.0,22.463333333333335,-1.3100733862274805
Iliman Ndiaye,SEN,23.0,"FW,MF",FWD,18.0,31.288888888888888,-1.3467222548096356
Marc Cucurella,ESP,25.0,DF,DEF,19.8,23.18828282828283,-1.3518516734826198
Jeffrey Gouweleeuw,NED,32.0,DF,DEF,28.8,20.061111111111106,-1.3661990457622988
Giovanni González,URU,28.0,DF,DEF,27.4,23.45167883211679,-1.4413811552927216
David Alaba,AUT,31.0,DF,DEF,12.8,17.293125,-1.443907438854401
Enzo Millot,FRA,21.0,"MF,FW",FWD,24.9,28.93343373493976,-1.4505605081498874
Dominic Calvert-Lewin,ENG,26.0,FW,FWD,24.1,18.406659751037346,-1.548796122032659
Bart Verbruggen,NED,20.0,GK,GK,21.0,-0.14285714285714285,-1.551270143925909
Damián Suárez,URU,35.0,DF,DEF,14.4,25.90611111111111,-1.582125336314638
Rui Silva,POR,29.0,GK,GK,27.5,-0.14545454545454545,-1.6109612384845522
Eli Junior Kroupi,FRA,17.0,"FW,MF",FWD,12.0,17.013333333333335,-1.6505625230716219
Manuel Riemann,GER,34.0,GK,GK,33.0,-0.15151515151515152,-1.7502404591213867
Juan David Cabal,COL,22.0,DF,DEF,16.6,25.752650602409634,-1.7712086300319267
Jan Paul van Hecke,NED,23.0,DF,DEF,26.3,20.37615969581749,-1.8081569571997642
Mateo Kovačić,CRO,29.0,MF,MID,17.2,30.820697674418607,-1.8247744217817055
Nampalys Mendy,SEN,31.0,MF,MID,11.7,30.665470085470087,-1.825518494080084
Ilias Akhomach,MAR,19.0,"MF,FW",FWD,16.8,33.73190476190476,-1.8276566962699112
Neto,BRA,34.0,GK,GK,32.0,-0.15625,-1.8590523502439134
Rubén Duarte,ESP,27.0,DF,DEF,20.9,19.556602870813403,-1.9034318598397562
Javier Muñoz,ESP,28.0,MF,MID,29.3,29.336552901023893,-1.9587514649677324
Ederson,BRA,29.0,GK,GK,30.9,-0.16181229773462785,-1.9868799116596978
Ben Godfrey,ENG,25.0,DF,DEF,12.4,19.373548387096776,-2.0060335231037025
Tim Kleindienst,GER,27.0,FW,FWD,31.9,20.821426332288404,-2.0116366828322807
Joshua Zirkzee,NED,22.0,FW,FWD,30.7,23.1264657980456,-2.02991473928874
Ibrahima Konaté,FRA,24.0,DF,DEF,17.5,24.59428571428571,-2.044929786674529
Charlie Taylor,ENG,29.0,DF,DEF,25.9,22.971312741312744,-2.0484315602618315
Éderson,BRA,24.0,MF,MID,31.9,28.396206896551725,-2.051568756360341
Augusto Batalla,ARG,27.0,GK,GK,17.0,-0.17647058823529413,-2.054252555794135
Arthur Melo,BRA,26.0,MF,MID,22.1,25.37963800904977,-2.0616385929390098
Neil El Aynaoui,FRA,22.0,MF,MID,17.4,22.891494252873564,-2.106941285504128
Hwang Hee-chan,KOR,27.0,"FW,MF",FWD,23.5,19.23531914893617,-2.12898307974488
Hwang Hee-chan,KOR,27.0,"FW,MF",FWD,23.5,19.23531914893617,-2.12898307974488
Thijs Dallinga,NED,22.0,FW,FWD,27.9,19.674139784946238,-2.206307816972749
Fabian Schär,SUI,31.0,DF,DEF,33.9,16.160206489675517,-2.2617722084913323
Dany Mota,POR,25.0,"FW,MF",FWD,22.8,29.566315789473684,-2.2895674207075407
David García,ESP,29.0,DF,DEF,25.9,18.328108108108108,-2.3072852056173576
Álvaro Vallés,ESP,26.0,GK,GK,36.3,-0.08264462809917356,-2.3300057448919653
Armand Lauriente,FRA,24.0,FW,FWD,32.3,31.779597523219817,-2.3310481822650493
Jordan Lotomba,SUI,24.0,DF,DEF,20.0,19.19,-2.4026023255998292
Leandro Paredes,ARG,29.0,MF,MID,29.3,28.086587030716718,-2.427509681784709
Ludovic Blas,FRA,25.0,"FW,MF",FWD,17.4,31.627528735632186,-2.465189697952449
Mikel Vesga,ESP,30.0,MF,MID,17.0,23.274117647058826,-2.4693210926675198
Philipp Lienhart,AUT,27.0,DF,DEF,14.1,14.990851063829785,-2.483050373334855
Jordan Pefok,USA,27.0,FW,FWD,15.8,15.421645569620251,-2.5373152454460537
Mike Maignan,FRA,28.0,GK,GK,29.0,-0.06896551724137931,-2.5599944672116144
Ruben Vargas,SUI,24.0,"MF,FW",FWD,21.8,27.218715596330274,-2.574707111072147
Kiké,ESP,33.0,"FW,MF",FWD,15.8,20.90272151898734,-2.64855996647517
Jonathan Gradit,FRA,30.0,DF,DEF,23.5,25.687021276595747,-2.6809608586674507
Valentín Castellanos,ARG,24.0,FW,FWD,18.7,22.941711229946527,-2.7028301198506703
Rodri,ESP,23.0,"FW,MF",FWD,11.7,39.78623931623932,-2.7605830514775875
Miguel Almirón,PAR,29.0,FW,FWD,21.5,30.878372093023252,-2.7690552751810595
Nico Elvedi,SUI,26.0,DF,DEF,27.6,16.550579710144927,-2.769801485363349
Grejohn Kyei,FRA,27.0,FW,FWD,11.4,24.317982456140353,-2.7865008994467337
Vitinho,BRA,24.0,"DF,MF",MID,25.7,27.902996108949417,-2.7942153549782427
Jonathan Tah,GER,27.0,DF,DEF,29.2,15.906438356164385,-2.799548486261903
Tim Siersleben,GER,23.0,DF,DEF,10.1,18.13980198019802,-2.810319267572428
Wout Weghorst,NED,30.0,FW,FWD,22.0,20.762727272727272,-2.8654584863690222
Thibault De Smet,BEL,25.0,DF,DEF,20.3,28.21807881773399,-2.891108442532636
Jørgen Strand Larsen,NOR,23.0,FW,FWD,31.8,17.95,-2.931609299445145
Obite N'Dicka,CIV,23.0,DF,DEF,24.1,15.546721991701245,-2.9452958358505947
Álex Remiro,ESP,28.0,GK,GK,36.4,-0.10989010989010989,-2.950195218103737
Kiliann Sildillia,FRA,21.0,DF,DEF,20.1,22.448805970149255,-2.9536804540743553
Sergi Canós,ESP,26.0,"MF,FW",FWD,13.7,26.536496350364963,-3.045239953761905
Antonio Raillo,ESP,31.0,DF,DEF,24.4,13.491803278688524,-3.075475623356428
Lloyd Kelly,ENG,24.0,DF,DEF,17.3,17.332023121387284,-3.084809137931603
Kévin Gameiro,FRA,36.0,"FW,MF",FWD,15.0,22.088333333333335,-3.0993908868311437
Ezri Konsa,ENG,25.0,DF,DEF,34.1,18.116539589442812,-3.114795898408964
Lucas Ocampos,ARG,29.0,"FW,MF",FWD,31.9,32.78835423197492,-3.1935648619014008
Martín Payero,ARG,24.0,MF,MID,20.0,27.79,-3.197089994316028
Sandro Ramírez,ESP,28.0,FW,FWD,20.1,33.30955223880597,-3.232322371040041
Jonas Föhrenbach,GER,27.0,DF,DEF,31.0,20.241290322580642,-3.273748743803293
Nahuel Tenaglia,ARG,27.0,DF,DEF,12.7,20.131259842519686,-3.2819956420374883
Rafael Borré,COL,27.0,FW,FWD,11.0,23.332727272727272,-3.3035350092044795
Unai López,ESP,27.0,MF,MID,23.4,26.9765811965812,-3.3708497791556185
Takuma Asano,JPN,28.0,"FW,MF",FWD,22.1,25.096425339366515,-3.383843610180787
Arnaud Kalimuendo,FRA,21.0,FW,FWD,23.8,22.93113445378151,-3.3885833341495757
Pierre Lees-Melou,FRA,30.0,MF,MID,28.0,30.985714285714288,-3.4274708464417323
Edimilson Fernandes,SUI,27.0,DF,DEF,14.3,15.035384615384615,-3.4332541448070453
Dwight McNeil,ENG,23.0,"MF,FW",FWD,32.1,22.70380062305296,-3.437404525301807
Logan Costa,CPV,22.0,DF,DEF,29.4,18.139183673469386,-3.464512278720075
Keven Schlotterbeck,GER,26.0,DF,DEF,24.3,14.504074074074072,-3.4969679900340225
Marco Bizot,NED,32.0,GK,GK,32.0,-0.125,-3.593961318402928
Kevin Sessa,GER,23.0,"MF,FW",FWD,11.2,24.567857142857143,-3.608925881654192
Largie Ramazani,BEL,22.0,"FW,MF",FWD,17.3,25.507976878612716,-3.6195769734419745
Julian Justvan,GER,25.0,"MF,FW",FWD,11.4,23.597543859649125,-3.635292817578589
Axel Disasi,FRA,25.0,DF,DEF,28.7,16.999268292682927,-3.6367528595592917
Umut Tohumcu,GER,18.0,MF,MID,11.2,24.84857142857143,-3.6389388638912914
Josep Martinez,ESP,25.0,GK,GK,36.0,-0.1388888888888889,-3.6405798157437075
Reda Khadra,GER,22.0,"FW,MF",FWD,15.2,25.70631578947369,-3.643331907109711
Linton Maina,GER,24.0,"FW,MF",FWD,21.1,32.943127962085306,-3.6462912470041835
Alejandro Pozo Pozo,ESP,24.0,"DF,MF",MID,10.8,35.53777777777778,-3.648094067455969
Nélson Semedo,POR,29.0,"DF,MF",MID,34.3,34.19755102040816,-3.712170594696905
Nélson Semedo,POR,29.0,"DF,MF",MID,34.3,34.19755102040816,-3.712170594696905
Willian Pacho,ECU,21.0,DF,DEF,33.0,15.886060606060605,-3.7181833774981587
Dante,BRA,39.0,DF,DEF,31.6,19.35721518987342,-3.7430908029617296
Gaëtan Laborde,FRA,29.0,"FW,MF",FWD,21.2,24.582169811320757,-3.8278897691156444
Gonzalo Villar,ESP,25.0,MF,MID,20.0,19.91,-3.865767373908109
Patrick Mainka,GER,28.0,DF,DEF,34.0,14.326470588235296,-3.919241192174586
Christian Kouamé,CIV,25.0,FW,FWD,12.1,28.39214876033058,-3.9564141521795126
Yerson Mosquera,COL,22.0,DF,DEF,13.7,12.410802919708031,-3.9925063289685303
Gabriel Magalhães,BRA,25.0,DF,DEF,33.8,12.4201775147929,-3.9978151823263897
Adam Smith,ENG,32.0,DF,DEF,23.9,17.707698744769875,-4.035621093194714
Eren Dinkçi,GER,21.0,"FW,MF",FWD,29.4,23.362517006802722,-4.047045651450624
Abner,BRA,23.0,DF,DEF,15.6,20.25,-4.04790018873008
Eduardo Camavinga,FRA,20.0,"MF,DF",MID,20.2,27.78821782178218,-4.077011989276617
Juan Cruz Armada,ESP,31.0,DF,DEF,18.5,19.761621621621625,-4.101949407152966
Florent Mollet,FRA,31.0,"MF,FW",FWD,23.1,24.850303030303028,-4.1048955641993805
Carles Aleñá,ESP,25.0,MF,MID,11.3,21.79796460176991,-4.151774513200424
Raphaël Varane,FRA,30.0,DF,DEF,15.3,15.117320261437907,-4.15547259639209
Emre Can,GER,29.0,"MF,DF",MID,21.7,23.094147465437786,-4.191726698827023
Maximilian Eggestein,GER,26.0,MF,MID,32.4,26.02037037037037,-4.211801602728576
Romelu Lukaku,BEL,30.0,FW,FWD,29.3,23.459112627986347,-4.216909283686224
Luke Shaw,ENG,28.0,DF,DEF,10.7,23.451028037383182,-4.2211022092029005
Souleymane Touré,FRA,20.0,DF,DEF,22.8,16.029473684210522,-4.221403450095097
Mikel Oyarzabal,ESP,26.0,"FW,MF",FWD,24.0,18.45,-4.250787065268509
Brais Méndez,ESP,26.0,"MF,FW",FWD,26.8,23.489104477611942,-4.254515340696662
Jayden Bogle,ENG,23.0,DF,DEF,31.0,18.32677419354839,-4.278364207945543
Justin Kluivert,NED,24.0,"MF,FW",FWD,21.3,23.407605633802817,-4.282517534199119
Youri Tielemans,BEL,26.0,"MF,FW",FWD,18.0,23.20222222222222,-4.334388102136929
Suso,ESP,29.0,"MF,FW",FWD,16.9,31.774201183431956,-4.34199805702992
Jorge Cuenca,ESP,23.0,DF,DEF,21.8,16.37504587155963,-4.373734663043191
Krépin Diatta,SEN,24.0,"DF,FW",FWD,13.4,33.81432835820895,-4.392359865412806
Kevin Behrens,GER,32.0,FW,FWD,14.0,23.35142857142857,-4.401865874859987
Dan Burn,ENG,31.0,DF,DEF,30.3,11.545115511551154,-4.408623740946089
Danilo,BRA,22.0,MF,MID,19.9,20.76924623115578,-4.4296657077887085
Odsonne Édouard,FRA,25.0,"FW,MF",FWD,17.3,21.75635838150289,-4.455371519089774
Lucas Paquetá,BRA,25.0,"FW,MF",FWD,29.1,24.48286941580756,-4.534536926997486
Elliot Anderson,SCO,20.0,"MF,FW",FWD,11.4,29.598771929824558,-4.538313186595044
Enzo Loiodice,FRA,22.0,MF,MID,19.9,29.867236180904523,-4.570040471863653
Aïssa Mandi,ALG,31.0,DF,DEF,12.4,15.713870967741936,-4.604809282876386
Castello Lukeba,FRA,20.0,DF,DEF,24.3,17.127037037037038,-4.620047340450324
Iván Villar,ESP,26.0,GK,GK,11.3,-0.17699115044247787,-4.6598720972783
Billy Gilmour,SCO,22.0,MF,MID,23.6,33.77508474576271,-4.683462952034618
Ameen Al-Dakhil,BEL,21.0,DF,DEF,11.7,13.211452991452992,-4.775895260310753
Kevin Danso,AUT,24.0,DF,DEF,29.5,16.482881355932207,-4.808281701510711
Lucas Robertone,ARG,26.0,MF,MID,26.5,22.723584905660378,-4.809249357996798
Ivan Toney,ENG,27.0,FW,FWD,16.1,21.969440993788822,-4.829162811281902
Oriol Romeu,ESP,31.0,MF,MID,10.4,24.069230769230767,-4.857615153631178
Samuel Omorodion,ESP,19.0,FW,FWD,21.3,16.5050234741784,-4.867677709360002
Jon Moncayola,ESP,25.0,MF,MID,20.0,24.64,-4.900021363511788
Jonathan Ikone,FRA,25.0,FW,FWD,18.7,29.390962566844923,-4.924247804903022
Jordan Clark,ENG,29.0,MF,MID,14.5,23.44965517241379,-4.937566973749348
Iván Alejo,ESP,28.0,MF,MID,18.8,28.89787234042553,-4.950672919088606
Dan-Axel Zagadou,FRA,24.0,DF,DEF,16.1,15.004720496894405,-4.991175815704716
Sven Botman,NED,23.0,DF,DEF,15.3,8.282418300653596,-5.001794918695246
Mathias Pereira Lage,POR,26.0,"FW,MF",FWD,13.2,22.590303030303033,-5.0390992923487445
Ben Mee,ENG,33.0,DF,DEF,14.1,14.81900709219858,-5.059848217895325
Johan Vásquez,MEX,24.0,DF,DEF,31.7,16.203690851735015,-5.11379088018762
Brendan Chardonnet,FRA,28.0,DF,DEF,33.0,13.563333333333333,-5.117325439979125
Dan Ndoye,SUI,22.0,"FW,MF",FWD,19.7,31.1292385786802,-5.161476689493869
Stijn Spierings,NED,27.0,MF,MID,16.8,34.83380952380952,-5.1811963410047275
Luis Rioja,ESP,29.0,"FW,MF",FWD,27.8,24.472697841726617,-5.181635212113516
Diego López,ESP,21.0,"MF,FW",FWD,29.5,23.58949152542373,-5.190985985058558
Caleb Ekuban,GHA,29.0,FW,FWD,12.6,21.39507936507937,-5.192858917817926
Djibril Sow,SUI,26.0,MF,MID,16.2,26.74111111111111,-5.2272036908852515
Martin Satriano,URU,22.0,FW,FWD,20.7,19.877777777777776,-5.230998357198024
Willian José,BRA,31.0,FW,FWD,21.9,14.686484018264842,-5.231434799462776
Laurent Abergel,FRA,30.0,MF,MID,31.8,27.072327044025158,-5.30488797171206
Thomas Foket,BEL,28.0,DF,DEF,20.4,25.140980392156862,-5.315959935636469
Rubén García,ESP,30.0,"FW,MF",FWD,17.2,23.787441860465115,-5.318556355604137
Phillip Tietz,GER,26.0,FW,FWD,26.5,16.254528301886793,-5.349470669518947
Jean-Kevin Duverne,HAI,26.0,DF,DEF,15.0,20.70666666666667,-5.388795259147853
Marius Bülter,GER,30.0,"DF,FW",FWD,15.0,28.443333333333335,-5.455899450457938
Warmed Omari,FRA,23.0,DF,DEF,23.0,18.872608695652172,-5.491100148810768
Joan Gonzàlez,ESP,21.0,MF,MID,14.3,24.426293706293706,-5.511841848404777
Marc Roca,ESP,26.0,MF,MID,22.0,23.684545454545457,-5.529842031621561
Jhon Lucumí,COL,25.0,DF,DEF,24.6,15.253252032520324,-5.55105210597541
Alex Sola,ESP,24.0,"FW,MF",FWD,14.0,27.385714285714286,-5.576118017816255
Yannick Gerhardt,GER,29.0,"MF,DF",MID,18.1,23.532430939226515,-5.741428095371867
Bernardo,BRA,28.0,DF,DEF,32.5,17.463846153846156,-5.791586784757742
Micky van de Ven,NED,22.0,DF,DEF,26.0,15.640000000000002,-5.806059541308947
Casemiro,BRA,31.0,"MF,DF",MID,22.0,22.340000000000003,-5.809753260502377
William Saliba,FRA,22.0,DF,DEF,38.0,14.196315789473685,-5.82230013419457
Florian Kainz,AUT,30.0,"MF,FW",FWD,24.4,23.015409836065572,-5.823992070769145
Martín Zubimendi,ESP,24.0,MF,MID,29.5,22.191525423728812,-5.857916122602273
Tyrick Mitchell,ENG,23.0,"DF,MF",MID,35.6,24.52831460674157,-5.882419853247354
Oumar Diakité,CIV,19.0,FW,FWD,17.6,20.634090909090908,-5.898420301381923
Patric,ESP,30.0,DF,DEF,17.9,14.567541899441341,-5.901264690361737
Andy Pelmard,FRA,23.0,DF,DEF,33.2,15.019879518072289,-5.904682803422823
James Garner,ENG,22.0,MF,MID,33.4,19.65233532934132,-5.912783246174735
Walid Cheddira,MAR,25.0,FW,FWD,23.6,18.466186440677966,-5.91625187356086
Vitaly Janelt,GER,25.0,"MF,DF",MID,33.9,20.879498525073746,-5.929134481849967
Igor Zubeldia,ESP,26.0,DF,DEF,28.0,16.642857142857142,-5.991593478534684
Lee Jae-sung,KOR,30.0,"MF,FW",FWD,23.5,21.098936170212767,-6.058894392166785
Manu Koné,FRA,22.0,MF,MID,17.3,29.313930635838148,-6.069802145566421
Kevin Volland,GER,31.0,"FW,MF",FWD,14.9,23.212483221476507,-6.083619281445019
Isaac Carcelen,ESP,30.0,DF,DEF,29.0,17.597241379310343,-6.097744939821709
Florian Lejeune,FRA,32.0,DF,DEF,37.0,10.918648648648649,-6.1367256732955795
Luca Waldschmidt,GER,27.0,"MF,FW",FWD,12.7,23.0748031496063,-6.153173939990808
Toti Gomes,POR,24.0,DF,DEF,30.8,11.041818181818181,-6.154207123935066
Toti Gomes,POR,24.0,DF,DEF,30.8,11.041818181818181,-6.154207123935066
Wilson Odobert,FRA,18.0,"MF,FW",FWD,23.3,25.37309012875536,-6.175381069264042
Carlton Morris,ENG,27.0,"FW,MF",FWD,31.8,15.645440251572326,-6.241098091274571
James Mcatee,ENG,20.0,"MF,FW",FWD,20.2,22.72712871287129,-6.248003767566793
Carmona,ESP,21.0,"DF,MF",MID,14.6,25.406027397260274,-6.264709562131504
Amadou Onana,BEL,21.0,MF,MID,23.2,22.069310344827585,-6.333545412250327
Abakar Sylla,CIV,20.0,DF,DEF,19.9,12.380804020100504,-6.353426567900367
Emanuel Emegha,NED,20.0,FW,FWD,23.1,15.377142857142855,-6.35433417919754
James Tarkowski,ENG,30.0,DF,DEF,38.0,13.016842105263159,-6.37068361284493
Leonardo Balerdi,ARG,24.0,DF,DEF,25.2,17.352222222222224,-6.387922271911388
Iñigo Ruiz de Galarreta,ESP,29.0,MF,MID,23.2,27.244137931034484,-6.396678417479794
Maxime Colin,FRA,31.0,DF,DEF,20.4,16.383529411764705,-6.398648754056302
Thiago Silva,BRA,38.0,DF,DEF,28.1,11.794661921708183,-6.4087996455465
Murillo,BRA,21.0,DF,DEF,31.0,11.518064516129032,-6.410697742079783
Waren Kamanzi,NOR,22.0,"DF,FW",FWD,13.2,23.065454545454546,-6.465918427373858
Leo Skiri Østigård,NOR,23.0,DF,DEF,18.1,15.172872928176794,-6.475872191574631
Mario Gila,ESP,22.0,DF,DEF,20.1,18.627213930348255,-6.4928567326355475
Jérémy Le Douaron,FRA,25.0,FW,FWD,18.0,23.744444444444444,-6.5066869163743775
Eric Dier,ENG,29.0,DF,DEF,13.0,14.30076923076923,-6.517899759021011
Alexis Saelemaekers,BEL,24.0,"FW,MF",FWD,21.0,31.72571428571429,-6.528143559105409
Cedric Zesiger,SUI,25.0,DF,DEF,18.2,15.949120879120878,-6.528378915973209
Tosin Adarabioyo,ENG,25.0,DF,DEF,18.0,12.892222222222223,-6.5636228694630825
João Ferreira,POR,22.0,DF,DEF,20.2,18.32881188118812,-6.674114750324209
Lucas Perrin,FRA,24.0,DF,DEF,30.3,13.902376237623763,-6.6793078354582605
Youssef En-Nesyri,MAR,26.0,FW,FWD,28.6,10.8970979020979,-6.715132759912019
Gautier Lloris,FRA,28.0,DF,DEF,30.9,12.027022653721685,-6.8187022424450126
Benjamin André,FRA,32.0,MF,MID,28.6,25.085524475524473,-6.820417963830624
Florent Ogier,FRA,34.0,DF,DEF,10.5,6.364761904761906,-6.825122020476448
Mika Màrmol,ESP,21.0,DF,DEF,35.3,16.15399433427762,-6.829325798416437
Jack Harrison,ENG,26.0,"MF,FW",FWD,24.6,22.56016260162602,-6.853912698712554
Omar Alderete,PAR,26.0,DF,DEF,24.4,15.824754098360655,-6.870861269684169
Kevin Strootman,NED,33.0,MF,MID,13.4,21.96402985074627,-6.912984549462498
Maxime Estève,FRA,21.0,DF,DEF,11.1,11.230900900900902,-6.923682291130158
David López,ESP,33.0,DF,DEF,21.8,9.704541284403668,-6.97986200851914
Remi Oudin,FRA,26.0,"MF,FW",FWD,20.2,19.15326732673267,-6.981910351494617
Benoît Badiashile,FRA,22.0,DF,DEF,14.9,10.628456375838926,-6.9849641287152915
José Arnaiz,ESP,28.0,"FW,MF",FWD,10.3,24.43553398058252,-7.0259053270994345
Hugo Magnetti,FRA,25.0,MF,MID,26.0,23.165384615384614,-7.036984868556924
Kike Salas,ESP,21.0,DF,DEF,17.8,14.549662921348311,-7.037766752003018
Javier Guerra,ESP,20.0,MF,MID,27.8,21.69719424460432,-7.054642710296154
Andros Townsend,ENG,32.0,"MF,FW",FWD,13.4,23.881194029850743,-7.074507858396993
Robin Koch,GER,27.0,DF,DEF,30.4,12.986052631578946,-7.091671317050959
Fikayo Tomori,ENG,25.0,DF,DEF,23.6,10.265254237288136,-7.109938980571716
Danny Welbeck,ENG,32.0,"FW,MF",FWD,18.8,20.44063829787234,-7.131821863987723
Zeki Amdouni,SUI,22.0,FW,FWD,21.7,20.481843317972352,-7.143241973170301
Bruno Méndez,URU,23.0,DF,DEF,14.8,13.916216216216217,-7.227933801381202
Carlos Benavídez,URU,25.0,MF,MID,12.6,18.22222222222222,-7.272300167062509
Faride Alidou,GER,22.0,"FW,MF",FWD,14.2,26.479577464788733,-7.324832946643275
Nikola Vlašić,CRO,25.0,"MF,FW",FWD,29.0,27.742068965517245,-7.3453833551748255
Luke Thomas,ENG,22.0,DF,DEF,10.2,18.285294117647062,-7.350652571465191
Marc Guéhi,ENG,23.0,DF,DEF,22.5,11.947777777777778,-7.376323987030476
Patrick Osterhage,GER,23.0,MF,MID,20.7,22.832222222222224,-7.422374516480914
Adri Embarba,ESP,31.0,"FW,MF",FWD,27.5,24.243181818181814,-7.437834883664606
Hugo Duro,ESP,23.0,FW,FWD,33.1,15.471359516616314,-7.459471625746676
Chrislain Matsima,FRA,21.0,DF,DEF,13.1,13.448778625954198,-7.469027774751742
Marten de Roon,NED,32.0,"MF,DF",MID,28.9,23.991799307958473,-7.528398991707845
Joelinton,BRA,26.0,"MF,FW",FWD,14.2,21.62,-7.540242467926847
Abdón Prats,ESP,30.0,"FW,MF",FWD,14.1,14.091205673758864,-7.563428788711628
Joel Ward,ENG,33.0,DF,DEF,22.0,13.069090909090908,-7.609185510706046
Ellyes Skhiri,TUN,28.0,MF,MID,24.1,19.10174273858921,-7.635160031997037
Arouna Sangante,SEN,21.0,DF,DEF,29.9,15.293946488294315,-7.637450220517998
John Stones,ENG,29.0,"DF,MF",MID,11.8,24.891525423728808,-7.682494604969408
Étienne Capoue,FRA,35.0,MF,MID,16.2,26.342469135802475,-7.702264884399256
Lukas Kübler,GER,30.0,DF,DEF,20.5,16.607804878048782,-7.731508265192348
Baptiste Santamaria,FRA,28.0,MF,MID,21.4,25.934018691588786,-7.741505728861979
Álex Suárez,ESP,30.0,DF,DEF,28.5,14.20017543859649,-7.74194416725202
Josh Brownhill,ENG,27.0,MF,MID,25.0,18.16,-7.7585409149004345
Atakan Karazor,GER,26.0,MF,MID,29.1,20.759999999999998,-7.769783850518953
Álvaro García,ESP,30.0,"FW,MF",FWD,27.5,28.274545454545454,-7.771956432017352
Kristijan Jakić,CRO,26.0,MF,MID,11.7,20.211709401709403,-7.805292532338598
Dimitri Foulquier,FRA,30.0,"DF,MF",MID,20.5,26.142439024390246,-7.819800231866578
Formose Mendy,SEN,22.0,DF,DEF,14.0,18.448571428571427,-7.825358446287508
Maximilian Arnold,GER,29.0,MF,MID,27.8,20.076546762589928,-7.829629086204246
Max Kilman,ENG,26.0,DF,DEF,38.0,11.364210526315789,-7.834193523216971
Max Kilman,ENG,26.0,DF,DEF,38.0,11.364210526315789,-7.834193523216971
Cameron Archer,ENG,22.0,"FW,MF",FWD,20.4,17.52529411764706,-7.857809409099666
Lucas Mincarelli,FRA,19.0,"DF,MF",MID,10.9,25.247155963302752,-7.86388879349605
Ben Osborn,ENG,28.0,"DF,MF",MID,15.2,23.090000000000003,-7.872716251852625
Philipp Hofmann,GER,30.0,FW,FWD,17.5,16.605714285714285,-7.891704604828741
Samuel Gigot,FRA,29.0,DF,DEF,19.2,11.193333333333333,-7.895975131931745
Adam Masina,MAR,29.0,DF,DEF,11.4,13.481052631578947,-7.9032694477800725
Aurélien Tchouaméni,FRA,23.0,"MF,DF",MID,22.1,21.258235294117647,-7.919234861262314
Josué Casimir,FRA,21.0,"FW,DF",FWD,22.4,23.94714285714286,-7.924223970190232
Lucas Höler,GER,29.0,"FW,MF",FWD,25.6,19.4278125,-7.929202915974832
Lyle Foster,RSA,22.0,"FW,MF",FWD,21.1,20.340805687203787,-7.945929604061076
Idrissa Gana Gueye,SEN,33.0,MF,MID,20.9,22.228947368421053,-7.948916946783822
Diego Llorente,ESP,29.0,DF,DEF,24.1,12.410663900414937,-7.952516175401955
Sander Berge,NOR,25.0,MF,MID,33.4,23.32449101796407,-8.001731367006233
Anthony Jung,GER,31.0,DF,DEF,28.7,15.784285714285714,-8.007268547163067
Alan Virginius,FRA,20.0,FW,FWD,10.4,21.646923076923077,-8.01114858314741
Oliver McBurnie,SCO,27.0,FW,FWD,14.2,16.122323943661975,-8.037752470038932
Trevoh Chalobah,ENG,24.0,DF,DEF,10.6,12.771509433962265,-8.055179895232046
Tim Skarke,GER,26.0,"FW,DF",FWD,26.7,25.98183520599251,-8.08716951922012
Loum Tchaouna,FRA,19.0,"FW,MF",FWD,23.3,25.254334763948496,-8.09019412998055
Gerard Gumbau,ESP,28.0,MF,MID,29.7,19.02181818181818,-8.108820164942843
Tom Krauß,GER,22.0,MF,MID,15.0,22.186666666666667,-8.111728173544085
Jordan Ayew,GHA,31.0,"FW,MF",FWD,28.3,23.194770318021202,-8.123963663608585
Nick Woltemade,GER,21.0,"FW,MF",FWD,13.2,22.992424242424246,-8.146606909146291
Daniel Vivian,ESP,24.0,DF,DEF,32.0,13.935,-8.156078815219974
Willy Boly,CIV,32.0,DF,DEF,16.0,7.5625,-8.171772235066655
Domingos André Ribeiro Almeida,POR,23.0,"FW,MF",FWD,10.7,21.12,-8.209012016709176
Milan Badelj,CRO,34.0,MF,MID,28.2,22.22574468085106,-8.252077076306469
Raúl,ESP,22.0,FW,FWD,15.1,16.154834437086095,-8.260053963165966
Frederic Guilbert,FRA,28.0,"DF,MF",MID,27.7,23.901805054151623,-8.269591527843744
Montassar Talbi,TUN,25.0,DF,DEF,24.5,13.427755102040818,-8.270615038926644
Christoph Klarer,AUT,23.0,DF,DEF,26.2,9.644809160305343,-8.329197270401751
Kevin Paredes,USA,20.0,"FW,MF",FWD,15.9,25.722515723270437,-8.341438783522987
Mostafa Mohamed,EGY,25.0,FW,FWD,22.2,16.884504504504505,-8.358079152530276
Lilian Brassier,FRA,23.0,DF,DEF,29.7,14.523434343434344,-8.374030574913833
Copete,ESP,23.0,DF,DEF,14.8,11.43108108108108,-8.389313584408058
Marin Pongračić,CRO,25.0,DF,DEF,35.8,15.329329608938547,-8.389491879272951
John Brooks,USA,30.0,DF,DEF,17.1,11.63502923976608,-8.405950538809162
Jorge de Frutos,ESP,26.0,"FW,MF",FWD,17.2,27.190930232558138,-8.424289644309349
