Player,Nation,Nation_code,Pos,Pos_group,Age,Playing Time 90s,weighted_score_norm2,Per 90 Minutes Gls,Per 90 Minutes Ast,Per 90 Minutes xG,Per 90 Minutes npxG,Per 90 Minutes xAG,PrgC_p90,PrgP_p90,PrgR_p90,CrdY_p90,CrdR_p90
Soungoutou Magassa,fr FRA,FRA,"DF,MF",MID,19.0,15.0,22.04333333333334,0.0,0.0,0.04,0.04,0.01,0.4666666666666667,6.133333333333334,0.8666666666666667,0.4666666666666667,0.0
Danilo,br BRA,BRA,DF,DEF,32.0,27.2,22.031470588235294,0.04,0.04,0.05,0.05,0.03,0.6617647058823529,5.919117647058823,0.7720588235294118,0.2573529411764706,0.0
Ivan Toney,eng ENG,ENG,FW,FWD,27.0,16.1,21.969440993788822,0.25,0.12,0.37,0.37,0.09,1.4285714285714284,2.484472049689441,6.08695652173913,0.3105590062111801,0.0
Kevin Strootman,nl NED,NED,MF,MID,33.0,13.4,21.96402985074627,0.0,0.15,0.01,0.01,0.1,0.9701492537313433,4.552238805970149,1.6417910447761193,0.29850746268656714,0.0
Robert Andrich,de GER,GER,"MF,DF",MID,28.0,18.8,21.921489361702125,0.21,0.11,0.09,0.09,0.1,1.0638297872340425,5.159574468085106,0.7446808510638298,0.2127659574468085,0.0
Lukas Klostermann,de GER,GER,DF,DEF,27.0,16.0,21.9,0.06,0.0,0.05,0.05,0.02,0.875,5.625,0.8125,0.1875,0.0
Harrison Reed,eng ENG,ENG,MF,MID,28.0,14.7,21.894489795918368,0.0,0.14,0.02,0.02,0.07,0.6802721088435374,3.8095238095238098,2.7210884353741496,0.40816326530612246,0.0
Elijah Adebayo,eng ENG,ENG,FW,FWD,25.0,15.8,21.87746835443038,0.63,0.0,0.37,0.37,0.04,1.0126582278481011,1.4556962025316456,6.962025316455696,0.06329113924050632,0.0
Merlin Röhl,de GER,GER,"MF,FW",FWD,21.0,16.4,21.865853658536587,0.12,0.24,0.12,0.12,0.15,2.682926829268293,2.3170731707317076,5.3048780487804885,0.1829268292682927,0.06097560975609757
Kingsley Ehizibue,nl NED,NED,DF,DEF,28.0,10.6,21.85509433962264,0.0,0.09,0.12,0.12,0.07,1.6981132075471699,1.4150943396226416,4.150943396226415,0.37735849056603776,0.0
Óscar Rodríguez Arnaiz,es ESP,ESP,"MF,FW",FWD,25.0,10.7,21.850373831775705,0.19,0.09,0.14,0.14,0.2,1.2149532710280375,4.85981308411215,4.4859813084112155,0.8411214953271029,0.0
Josh Doig,sct SCO,SCO,DF,DEF,21.0,14.9,21.839395973154364,0.0,0.13,0.01,0.01,0.08,2.013422818791946,2.214765100671141,3.0201342281879193,0.33557046979865773,0.0
Carles Aleñá,es ESP,ESP,MF,MID,25.0,11.3,21.79796460176991,0.09,0.09,0.11,0.11,0.14,1.0619469026548671,2.0353982300884956,3.9823008849557517,0.5309734513274336,0.0
Carlos Neva,es ESP,ESP,DF,DEF,27.0,35.0,21.785714285714285,0.0,0.06,0.0,0.0,0.09,1.2285714285714286,3.1714285714285713,2.8,0.11428571428571428,0.0
Odsonne Édouard,fr FRA,FRA,"FW,MF",FWD,25.0,17.3,21.75635838150289,0.41,0.0,0.36,0.36,0.07,1.9075144508670518,2.0809248554913293,5.780346820809248,0.23121387283236994,0.0
Iago,br BRA,BRA,DF,DEF,26.0,18.0,21.71777777777778,0.06,0.06,0.08,0.08,0.09,1.3333333333333333,3.0,2.8333333333333335,0.2222222222222222,0.0
Javier Guerra,es ESP,ESP,MF,MID,20.0,27.8,21.69719424460432,0.14,0.04,0.1,0.1,0.03,1.6906474820143884,2.9136690647482015,2.446043165467626,0.1079136690647482,0.03597122302158273
Tahith Chong,nl NED,NED,"MF,FW",FWD,23.0,22.0,21.667272727272728,0.18,0.0,0.12,0.12,0.02,2.590909090909091,3.272727272727273,4.590909090909091,0.18181818181818182,0.0
Moisés Caicedo,ec ECU,ECU,MF,MID,21.0,31.8,21.65918238993711,0.03,0.09,0.01,0.01,0.08,0.8490566037735849,5.4402515723270435,0.8490566037735849,0.34591194968553457,0.0
Fabian Holland,de GER,GER,"MF,DF",MID,33.0,20.4,21.648431372549016,0.0,0.1,0.03,0.03,0.07,0.5392156862745099,4.264705882352941,2.3039215686274512,0.19607843137254904,0.04901960784313726
Alan Virginius,fr FRA,FRA,FW,FWD,20.0,10.4,21.646923076923077,0.0,0.19,0.13,0.13,0.15,2.1153846153846154,2.019230769230769,6.153846153846153,0.0,0.0
Joelinton,br BRA,BRA,"MF,FW",FWD,26.0,14.2,21.62,0.14,0.07,0.22,0.22,0.2,2.0422535211267605,3.943661971830986,4.225352112676057,0.4225352112676057,0.0
Ashley Young,eng ENG,ENG,"DF,MF",MID,38.0,25.3,21.603399209486163,0.0,0.0,0.02,0.02,0.06,1.5810276679841897,3.241106719367589,2.411067193675889,0.2766798418972332,0.039525691699604744
Tuta,br BRA,BRA,DF,DEF,24.0,28.9,21.57107266435986,0.03,0.07,0.05,0.05,0.07,0.7612456747404844,4.775086505190312,1.591695501730104,0.10380622837370243,0.06920415224913495
Elvis Rexhbeçaj,de GER,GER,MF,MID,25.0,22.1,21.491221719457013,0.09,0.0,0.08,0.04,0.02,0.6787330316742081,4.117647058823529,2.3076923076923075,0.18099547511312217,0.0
Yohann Magnin,fr FRA,FRA,MF,MID,26.0,18.7,21.469518716577543,0.05,0.0,0.09,0.09,0.04,0.7486631016042781,3.7967914438502675,2.5133689839572195,0.10695187165775401,0.0
Alexandre Lacazette,fr FRA,FRA,FW,FWD,32.0,25.5,21.457058823529415,0.75,0.08,0.45,0.39,0.07,0.8627450980392157,2.392156862745098,5.647058823529412,0.11764705882352941,0.0392156862745098
Isaac Palazón Camacho,es ESP,ESP,"MF,FW",FWD,28.0,31.0,21.45209677419355,0.13,0.03,0.19,0.14,0.06,1.2903225806451613,4.129032258064516,4.903225806451613,0.25806451612903225,0.0
Fran Beltrán,es ESP,ESP,MF,MID,24.0,27.0,21.43925925925926,0.0,0.0,0.03,0.03,0.04,1.037037037037037,4.962962962962963,1.1111111111111112,0.07407407407407407,0.0
Caleb Ekuban,gh GHA,GHA,FW,FWD,29.0,12.6,21.39507936507937,0.32,0.08,0.23,0.23,0.11,1.1111111111111112,1.1904761904761905,7.380952380952381,0.0,0.0
Moi Gómez,es ESP,ESP,"MF,FW",FWD,29.0,22.3,21.382645739910313,0.13,0.0,0.08,0.08,0.04,1.6143497757847534,5.695067264573991,3.094170403587444,0.13452914798206278,0.0
Nathan Aké,nl NED,NED,DF,DEF,28.0,22.7,21.36105726872247,0.09,0.09,0.11,0.11,0.05,1.0572687224669604,5.110132158590308,0.7929515418502203,0.0,0.0
Mohamed Bamba,ci CIV,CIV,FW,FWD,21.0,12.6,21.337222222222223,0.63,0.24,0.51,0.44,0.16,1.9841269841269842,1.2698412698412698,5.476190476190476,0.2380952380952381,0.0
Emmanuel Sabbi,us USA,USA,"FW,MF",FWD,25.0,17.6,21.277272727272724,0.28,0.06,0.23,0.14,0.08,2.1590909090909087,2.0454545454545454,5.738636363636363,0.28409090909090906,0.0
Aurélien Tchouaméni,fr FRA,FRA,"MF,DF",MID,23.0,22.1,21.258235294117647,0.14,0.05,0.06,0.06,0.04,1.2669683257918551,5.02262443438914,0.6787330316742081,0.3167420814479638,0.0
Jeanuël Belocian,fr FRA,FRA,DF,DEF,18.0,16.1,21.24590062111801,0.0,0.06,0.03,0.03,0.02,0.9937888198757763,3.726708074534161,2.2981366459627326,0.0,0.0
Cristian Romero,ar ARG,ARG,DF,DEF,25.0,31.0,21.225483870967743,0.16,0.0,0.11,0.11,0.01,1.032258064516129,5.774193548387097,0.25806451612903225,0.22580645161290322,0.03225806451612903
Jan-Niklas Beste,de GER,GER,"FW,MF",FWD,24.0,28.9,21.15932525951557,0.28,0.38,0.15,0.12,0.2,2.768166089965398,1.972318339100346,4.705882352941177,0.1384083044982699,0.0
John McGinn,sct SCO,SCO,"MF,FW",FWD,28.0,33.3,21.14963963963964,0.18,0.12,0.15,0.15,0.14,1.771771771771772,5.675675675675676,2.522522522522523,0.2702702702702703,0.030030030030030033
Aihen Muñoz,es ESP,ESP,DF,DEF,25.0,12.5,21.14,0.0,0.16,0.02,0.02,0.16,1.92,3.12,1.84,0.16,0.0
Domingos André Ribeiro Almeida,pt POR,POR,"FW,MF",FWD,23.0,10.7,21.12,0.19,0.09,0.05,0.05,0.11,2.2429906542056077,4.672897196261682,3.0841121495327104,0.0,0.0
Waldemar Anton,de GER,GER,DF,DEF,27.0,32.1,21.099968847352024,0.0,0.09,0.05,0.05,0.03,1.1838006230529594,5.358255451713395,0.4672897196261682,0.21806853582554517,0.0
Lee Jae-sung,kr KOR,KOR,"MF,FW",FWD,30.0,23.5,21.098936170212767,0.26,0.13,0.21,0.21,0.14,1.0638297872340425,3.4893617021276597,5.148936170212766,0.2553191489361702,0.0
Kiké,es ESP,ESP,"FW,MF",FWD,33.0,15.8,20.90272151898734,0.19,0.13,0.49,0.44,0.13,1.1392405063291138,2.0253164556962022,6.139240506329114,0.18987341772151897,0.0
Vitaly Janelt,de GER,GER,"MF,DF",MID,25.0,33.9,20.879498525073746,0.03,0.09,0.05,0.05,0.14,0.7374631268436579,3.6283185840707968,2.3893805309734515,0.2359882005899705,0.0
Munir El Haddadi,ma MAR,MAR,FW,FWD,27.0,27.2,20.861176470588234,0.11,0.07,0.16,0.13,0.07,0.9558823529411765,2.8676470588235294,6.139705882352941,0.11029411764705882,0.0
Tim Kleindienst,de GER,GER,FW,FWD,27.0,31.9,20.821426332288404,0.38,0.09,0.44,0.39,0.1,1.2539184952978057,2.2884012539184955,5.579937304075235,0.18808777429467086,0.0
Karim Onisiwo,at AUT,AUT,"FW,MF",FWD,31.0,16.6,20.81879518072289,0.06,0.18,0.14,0.14,0.08,1.5662650602409638,1.6265060240963853,6.686746987951807,0.06024096385542168,0.0
Mohamed Kaba,fr FRA,FRA,MF,MID,21.0,15.3,20.797516339869283,0.0,0.0,0.08,0.08,0.06,0.9150326797385621,3.9215686274509802,2.0915032679738563,0.26143790849673204,0.06535947712418301
Sergio Akieme,es ESP,ESP,DF,DEF,25.0,18.6,20.7863440860215,0.11,0.0,0.06,0.06,0.12,1.4516129032258063,1.5053763440860215,3.8709677419354835,0.1075268817204301,0.0
Danilo,br BRA,BRA,MF,MID,22.0,19.9,20.76924623115578,0.1,0.1,0.09,0.09,0.08,1.105527638190955,4.170854271356784,1.407035175879397,0.20100502512562815,0.0
Wout Weghorst,nl NED,NED,FW,FWD,30.0,22.0,20.762727272727272,0.32,0.14,0.33,0.29,0.16,0.6363636363636364,2.590909090909091,6.0,0.18181818181818182,0.0
Atakan Karazor,de GER,GER,MF,MID,26.0,29.1,20.759999999999998,0.0,0.14,0.04,0.03,0.09,0.8247422680412371,4.8797250859106525,1.0652920962199313,0.30927835051546393,0.0
Youssef Maleh,ma MAR,MAR,MF,MID,24.0,28.9,20.706816608996544,0.0,0.03,0.05,0.05,0.08,0.5882352941176471,4.048442906574395,2.249134948096886,0.3806228373702422,0.0
Jean-Kevin Duverne,ht HAI,HAI,DF,DEF,26.0,15.0,20.70666666666667,0.0,0.0,0.02,0.02,0.01,1.2,4.266666666666667,1.5333333333333334,0.3333333333333333,0.0
Gonçalo Ramos,pt POR,POR,FW,FWD,22.0,15.8,20.654240506329113,0.7,0.06,0.69,0.64,0.15,0.6962025316455696,1.8354430379746836,5.5696202531645564,0.06329113924050632,0.0
Bafodé Diakité,fr FRA,FRA,DF,DEF,22.0,18.8,20.653617021276595,0.27,0.11,0.11,0.11,0.08,0.7978723404255319,5.053191489361702,0.851063829787234,0.2127659574468085,0.0
Wataru Endo,jp JPN,JPN,MF,MID,30.0,19.1,20.639424083769633,0.05,0.0,0.03,0.03,0.09,0.5235602094240838,5.287958115183246,1.0994764397905759,0.5235602094240838,0.0
Oumar Diakité,ci CIV,CIV,FW,FWD,19.0,17.6,20.634090909090908,0.28,0.06,0.4,0.35,0.07,1.6477272727272725,1.5909090909090908,6.079545454545454,0.22727272727272727,0.0
Habib Diarra,sn SEN,SEN,"MF,FW",FWD,19.0,25.6,20.611562499999998,0.12,0.04,0.13,0.1,0.05,2.3046875,4.1796875,3.4375,0.1171875,0.0
Janik Haberer,de GER,GER,"MF,DF",MID,29.0,13.6,20.6,0.07,0.07,0.07,0.06,0.04,0.7352941176470589,3.4558823529411766,2.6470588235294117,0.5147058823529412,0.0
Maxime Gonalons,fr FRA,FRA,MF,MID,34.0,14.4,20.577222222222222,0.07,0.0,0.03,0.03,0.01,0.5555555555555556,5.625,0.6944444444444444,0.2777777777777778,0.0
Javi Hernández,es ESP,ESP,DF,DEF,25.0,27.9,20.549211469534054,0.04,0.07,0.05,0.05,0.07,1.4336917562724014,3.3691756272401436,2.043010752688172,0.35842293906810035,0.0
Virgil van Dijk,nl NED,NED,DF,DEF,32.0,35.3,20.53830028328612,0.06,0.06,0.08,0.08,0.04,0.906515580736544,5.6657223796034,0.19830028328611898,0.08498583569405099,0.028328611898017
Douglas,br BRA,BRA,MF,MID,26.0,19.7,20.503045685279186,0.0,0.0,0.06,0.06,0.06,0.6091370558375635,5.32994923857868,0.9137055837563453,0.3553299492385787,0.0
Cheikh Tidiane Sabaly,sn SEN,SEN,"FW,MF",FWD,24.0,15.3,20.494967320261438,0.2,0.07,0.17,0.17,0.08,2.418300653594771,2.3529411764705883,4.901960784313725,0.26143790849673204,0.0
Zeki Amdouni,ch SUI,SUI,FW,FWD,22.0,21.7,20.481843317972352,0.23,0.05,0.27,0.23,0.07,2.903225806451613,2.2580645161290325,4.285714285714286,0.09216589861751152,0.0
Pau Torres,es ESP,ESP,DF,DEF,26.0,27.4,20.478467153284672,0.07,0.0,0.04,0.04,0.02,1.5328467153284673,4.671532846715329,0.5839416058394161,0.03649635036496351,0.0
Suat Serdar,de GER,GER,MF,MID,26.0,18.4,20.476956521739133,0.0,0.11,0.05,0.05,0.07,1.0869565217391306,3.695652173913044,1.956521739130435,0.3804347826086957,0.0
Danny Welbeck,eng ENG,ENG,"FW,MF",FWD,32.0,18.8,20.44063829787234,0.27,0.05,0.28,0.28,0.09,1.702127659574468,2.3404255319148937,5.319148936170213,0.2127659574468085,0.0
Jan Paul van Hecke,nl NED,NED,DF,DEF,23.0,26.3,20.37615969581749,0.0,0.0,0.05,0.05,0.03,0.9505703422053232,5.5893536121673,0.2661596958174905,0.1520912547528517,0.0
Kim Min-jae,kr KOR,KOR,DF,DEF,26.0,21.9,20.366986301369863,0.05,0.05,0.04,0.04,0.02,0.6392694063926941,5.981735159817352,0.13698630136986303,0.13698630136986303,0.0
Lyle Foster,za RSA,RSA,"FW,MF",FWD,22.0,21.1,20.340805687203787,0.24,0.14,0.21,0.21,0.09,2.6066350710900474,1.7535545023696681,4.9289099526066344,0.0,0.04739336492890995
Abner,br BRA,BRA,DF,DEF,23.0,15.6,20.25,0.0,0.06,0.01,0.01,0.06,0.8974358974358975,2.1153846153846154,3.717948717948718,0.19230769230769232,0.0
Saúl Ñíguez,es ESP,ESP,MF,MID,28.0,15.3,20.24673202614379,0.07,0.26,0.1,0.1,0.21,1.3725490196078431,2.2222222222222223,2.810457516339869,0.6535947712418301,0.06535947712418301
Jonas Föhrenbach,de GER,GER,DF,DEF,27.0,31.0,20.241290322580642,0.0,0.0,0.02,0.02,0.03,1.4193548387096775,3.096774193548387,2.225806451612903,0.06451612903225806,0.0
Kristijan Jakić,hr CRO,CRO,MF,MID,26.0,11.7,20.211709401709403,0.17,0.09,0.07,0.07,0.02,0.9401709401709403,4.786324786324786,0.8547008547008548,0.3418803418803419,0.0
Nahuel Tenaglia,ar ARG,ARG,DF,DEF,27.0,12.7,20.131259842519686,0.08,0.0,0.05,0.05,0.04,1.3385826771653544,3.5433070866141736,1.8897637795275593,0.3937007874015748,0.0
Max Aarons,eng ENG,ENG,DF,DEF,23.0,13.7,20.114014598540145,0.0,0.07,0.0,0.0,0.06,1.6058394160583942,3.1386861313868613,1.8978102189781023,0.07299270072992702,0.0
Gavi,es ESP,ESP,"MF,FW",FWD,18.0,10.5,20.112857142857145,0.1,0.1,0.09,0.09,0.1,2.4761904761904763,3.7142857142857144,3.619047619047619,0.47619047619047616,0.0
Maximilian Arnold,de GER,GER,MF,MID,29.0,27.8,20.076546762589928,0.07,0.04,0.04,0.04,0.14,0.7194244604316546,5.143884892086331,0.6834532374100719,0.3237410071942446,0.0
Lucas Beltrán,ar ARG,ARG,"FW,MF",FWD,22.0,18.8,20.071489361702127,0.32,0.11,0.2,0.16,0.08,0.6382978723404255,2.606382978723404,6.01063829787234,0.3191489361702127,0.0
Jeffrey Gouweleeuw,nl NED,NED,DF,DEF,32.0,28.8,20.061111111111106,0.03,0.0,0.05,0.05,0.06,1.1458333333333333,4.965277777777778,0.5902777777777778,0.24305555555555555,0.0
Marvin Ducksch,de GER,GER,FW,FWD,29.0,30.0,20.055,0.4,0.3,0.43,0.26,0.26,0.5666666666666667,2.933333333333333,5.0,0.3,0.0
Azor Matusiwa,nl NED,NED,MF,MID,25.0,15.4,19.995324675324675,0.06,0.0,0.04,0.04,0.04,0.7792207792207793,5.064935064935065,0.7792207792207793,0.19480519480519481,0.0
Niklas Süle,de GER,GER,DF,DEF,27.0,16.8,19.931428571428572,0.06,0.0,0.03,0.03,0.01,1.130952380952381,4.940476190476191,0.5357142857142857,0.0,0.0
Gonzalo Villar,es ESP,ESP,MF,MID,25.0,20.0,19.91,0.05,0.15,0.09,0.09,0.11,1.35,3.7,1.35,0.35,0.0
Matheus Henrique,br BRA,BRA,MF,MID,25.0,27.8,19.89863309352518,0.07,0.07,0.08,0.08,0.06,1.5467625899280575,3.381294964028777,1.5827338129496402,0.28776978417266186,0.03597122302158273
Martin Satriano,uy URU,URU,FW,FWD,22.0,20.7,19.877777777777776,0.19,0.19,0.29,0.29,0.14,1.3526570048309179,1.7874396135265702,5.845410628019324,0.1932367149758454,0.0
Denis Zakaria,ch SUI,SUI,"MF,DF",MID,26.0,23.7,19.850506329113927,0.17,0.0,0.06,0.06,0.05,1.139240506329114,4.514767932489452,0.9704641350210971,0.5485232067510548,0.08438818565400844
Jean-Clair Todibo,fr FRA,FRA,DF,DEF,23.0,29.5,19.805423728813555,0.0,0.07,0.02,0.02,0.06,1.0847457627118644,5.084745762711864,0.3728813559322034,0.06779661016949153,0.03389830508474576
Marcos Senesi,ar ARG,ARG,DF,DEF,26.0,24.9,19.775983935742975,0.16,0.2,0.08,0.08,0.07,1.244979919678715,5.100401606425703,0.1606425702811245,0.5220883534136547,0.0
Juan Cruz Armada,es ESP,ESP,DF,DEF,31.0,18.5,19.761621621621625,0.0,0.05,0.0,0.0,0.02,0.8648648648648649,4.162162162162162,1.5675675675675675,0.16216216216216217,0.0
Roberto Pereyra,ar ARG,ARG,"FW,MF",FWD,32.0,20.6,19.75242718446602,0.19,0.15,0.17,0.13,0.09,1.8932038834951455,3.3980582524271843,3.9805825242718442,0.2912621359223301,0.0
Thijs Dallinga,nl NED,NED,FW,FWD,22.0,27.9,19.674139784946238,0.5,0.07,0.51,0.42,0.04,1.1469534050179213,1.3620071684587813,5.878136200716846,0.21505376344086022,0.0
James Garner,eng ENG,ENG,MF,MID,22.0,33.4,19.65233532934132,0.03,0.06,0.08,0.08,0.14,1.0778443113772456,2.9940119760479043,2.2754491017964074,0.2095808383233533,0.0
Rubén Duarte,es ESP,ESP,DF,DEF,27.0,20.9,19.556602870813403,0.1,0.05,0.03,0.03,0.07,0.7655502392344498,3.8755980861244024,1.8660287081339715,0.3349282296650718,0.0
Jefferson Lerma,co COL,COL,"MF,DF",MID,28.0,26.7,19.55385767790262,0.04,0.04,0.1,0.1,0.08,0.5243445692883896,3.9700374531835205,1.9101123595505618,0.299625468164794,0.0
Antonio Blanco,es ESP,ESP,MF,MID,23.0,27.0,19.55222222222222,0.0,0.04,0.03,0.03,0.05,0.7407407407407407,4.925925925925926,0.8148148148148148,0.18518518518518517,0.037037037037037035
Borja Mayoral,es ESP,ESP,FW,FWD,26.0,23.9,19.530627615062762,0.63,0.04,0.5,0.36,0.06,1.1297071129707115,2.8033472803347284,4.184100418410042,0.08368200836820085,0.0
Lucas Höler,de GER,GER,"FW,MF",FWD,29.0,25.6,19.4278125,0.27,0.08,0.34,0.27,0.08,0.9375,1.9140625,5.9765625,0.2734375,0.0
Erling Haaland,no NOR,NOR,FW,FWD,23.0,28.4,19.40380281690141,0.95,0.18,1.03,0.81,0.15,1.2323943661971832,0.9154929577464789,4.436619718309859,0.035211267605633804,0.0
Jan Thielmann,de GER,GER,"FW,DF",FWD,21.0,17.5,19.375714285714288,0.06,0.0,0.13,0.13,0.06,2.6285714285714286,2.914285714285714,3.942857142857143,0.22857142857142856,0.05714285714285714
Ben Godfrey,eng ENG,ENG,DF,DEF,25.0,12.4,19.373548387096776,0.0,0.0,0.14,0.14,0.02,0.8870967741935484,3.467741935483871,2.096774193548387,0.16129032258064516,0.0
Dante,br BRA,BRA,DF,DEF,39.0,31.6,19.35721518987342,0.03,0.03,0.03,0.03,0.03,0.4113924050632911,5.8544303797468356,0.18987341772151897,0.1582278481012658,0.03164556962025316
Dominic Solanke,eng ENG,ENG,FW,FWD,25.0,36.9,19.312059620596205,0.51,0.08,0.53,0.47,0.08,1.4092140921409215,1.6260162601626016,4.9864498644986455,0.08130081300813008,0.0
Pathé Ciss,sn SEN,SEN,MF,MID,29.0,18.5,19.26891891891892,0.05,0.0,0.08,0.08,0.03,0.7567567567567568,4.54054054054054,1.1891891891891893,0.5405405405405406,0.0
Francis Coquelin,fr FRA,FRA,MF,MID,32.0,10.1,19.25792079207921,0.0,0.0,0.01,0.01,0.01,0.49504950495049505,4.653465346534654,1.3861386138613863,0.39603960396039606,0.0
Hwang Hee-chan,kr KOR,KOR,"FW,MF",FWD,27.0,23.5,19.23531914893617,0.51,0.13,0.33,0.29,0.13,1.574468085106383,1.574468085106383,5.1063829787234045,0.2553191489361702,0.0
Hwang Hee-chan,kr KOR,KOR,"FW,MF",FWD,27.0,23.5,19.23531914893617,0.51,0.13,0.33,0.29,0.13,1.574468085106383,1.574468085106383,5.1063829787234045,0.2553191489361702,0.0
Mathias Honsak,at AUT,AUT,"FW,MF",FWD,26.0,11.3,19.191592920353983,0.09,0.09,0.16,0.16,0.06,1.9469026548672566,1.6814159292035398,5.486725663716814,0.08849557522123894,0.0
Jordan Lotomba,ch SUI,SUI,DF,DEF,24.0,20.0,19.19,0.05,0.0,0.04,0.04,0.05,1.8,2.6,2.0,0.2,0.0
Remi Oudin,fr FRA,FRA,"MF,FW",FWD,26.0,20.2,19.15326732673267,0.15,0.1,0.09,0.09,0.28,0.9405940594059407,3.910891089108911,4.0594059405940595,0.1485148514851485,0.0
Ellyes Skhiri,tn TUN,TUN,MF,MID,28.0,24.1,19.10174273858921,0.08,0.08,0.1,0.1,0.04,0.41493775933609955,4.564315352697095,1.1618257261410787,0.04149377593360996,0.0
Salis Abdul Samed,gh GHA,GHA,MF,MID,23.0,16.9,19.065739644970414,0.0,0.0,0.05,0.05,0.03,0.5325443786982249,4.615384615384616,1.183431952662722,0.1183431952662722,0.0
Gerard Gumbau,es ESP,ESP,MF,MID,28.0,29.7,19.02181818181818,0.0,0.1,0.06,0.06,0.14,0.6734006734006734,4.545454545454546,0.9764309764309764,0.40404040404040403,0.0
Jailson Siqueira,br BRA,BRA,"DF,MF",MID,27.0,10.0,18.989999999999995,0.0,0.1,0.02,0.02,0.05,1.6,3.8,0.8,0.1,0.0
Pablo Rosario,nl NED,NED,"MF,DF",MID,26.0,22.3,18.934708520179374,0.0,0.0,0.05,0.05,0.06,0.8968609865470851,4.170403587443946,1.210762331838565,0.17937219730941703,0.0
Michael Gregoritsch,at AUT,AUT,FW,FWD,29.0,18.7,18.928877005347598,0.37,0.21,0.49,0.49,0.05,0.6417112299465241,2.5668449197860963,4.759358288770054,0.10695187165775401,0.0
Rubén Alcaraz,es ESP,ESP,MF,MID,32.0,34.8,18.920804597701153,0.09,0.03,0.09,0.05,0.04,0.7758620689655173,4.42528735632184,1.0632183908045978,0.40229885057471265,0.0
Warmed Omari,fr FRA,FRA,DF,DEF,23.0,23.0,18.872608695652172,0.04,0.0,0.03,0.03,0.01,0.9565217391304348,5.3478260869565215,0.043478260869565216,0.21739130434782608,0.043478260869565216
Álex Fernández,es ESP,ESP,MF,MID,30.0,14.3,18.86153846153846,0.0,0.07,0.02,0.02,0.05,0.7692307692307692,3.6363636363636362,1.8181818181818181,0.2097902097902098,0.0
Niclas Füllkrug,de GER,GER,FW,FWD,30.0,24.6,18.755000000000003,0.49,0.33,0.5,0.41,0.13,0.6910569105691057,1.9918699186991868,4.837398373983739,0.04065040650406504,0.0
Khalil Fayad,fr FRA,FRA,"FW,MF",FWD,19.0,11.4,18.738421052631576,0.26,0.0,0.17,0.17,0.04,1.5789473684210527,3.070175438596491,4.12280701754386,0.17543859649122806,0.0
Sergio Ruiz,es ESP,ESP,MF,MID,28.0,27.7,18.71664259927798,0.0,0.14,0.03,0.03,0.05,1.2274368231046933,4.07942238267148,0.8303249097472925,0.3249097472924188,0.0
Jaime Mata,es ESP,ESP,"FW,MF",FWD,34.0,19.9,18.684170854271358,0.25,0.05,0.28,0.28,0.08,0.8040201005025126,0.9547738693467337,6.934673366834171,0.5025125628140704,0.05025125628140704
Levi Colwill,eng ENG,ENG,DF,DEF,20.0,20.0,18.68,0.05,0.05,0.06,0.06,0.06,1.15,3.65,1.35,0.1,0.0
Lewis Dunk,eng ENG,ENG,DF,DEF,31.0,31.9,18.67990595611285,0.09,0.03,0.1,0.1,0.03,1.0344827586206897,4.764890282131661,0.40752351097178685,0.219435736677116,0.031347962382445145
Facundo Buonanotte,ar ARG,ARG,"FW,MF",FWD,18.0,15.2,18.63105263157895,0.2,0.07,0.16,0.16,0.12,1.5131578947368423,2.763157894736842,4.5394736842105265,0.46052631578947373,0.0
Mario Gila,es ESP,ESP,DF,DEF,22.0,20.1,18.627213930348255,0.0,0.0,0.03,0.03,0.02,1.044776119402985,4.626865671641791,0.5970149253731343,0.1990049751243781,0.04975124378109452
Dion Lopy,sn SEN,SEN,MF,MID,21.0,21.3,18.626807511737088,0.0,0.0,0.06,0.06,0.05,1.07981220657277,4.225352112676056,0.892018779342723,0.2347417840375587,0.0
Moritz Broschinski,de GER,GER,FW,FWD,22.0,13.9,18.608417266187047,0.14,0.22,0.17,0.17,0.13,1.2949640287769784,0.7194244604316546,6.618705035971223,0.28776978417266186,0.0
Jarell Quansah,eng ENG,ENG,DF,DEF,20.0,13.2,18.583333333333336,0.15,0.0,0.08,0.08,0.01,0.9848484848484849,5.075757575757576,0.07575757575757576,0.07575757575757576,0.0
Ronald Araújo,uy URU,URU,DF,DEF,24.0,22.2,18.56810810810811,0.05,0.09,0.09,0.09,0.07,1.0810810810810811,4.54954954954955,0.4954954954954955,0.2702702702702703,0.0
Nicolás Domínguez,ar ARG,ARG,"MF,FW",FWD,25.0,16.6,18.550361445783132,0.12,0.12,0.08,0.08,0.06,0.8433734939759036,5.481927710843373,2.5903614457831323,0.24096385542168672,0.0
Jean-Philippe Mateta,fr FRA,FRA,FW,FWD,26.0,25.4,18.493779527559056,0.63,0.2,0.43,0.37,0.12,1.141732283464567,0.984251968503937,5.31496062992126,0.11811023622047245,0.0
Walid Cheddira,ma MAR,MAR,FW,FWD,25.0,23.6,18.466186440677966,0.3,0.04,0.38,0.35,0.06,1.3135593220338981,0.9322033898305084,5.889830508474576,0.0,0.0
Eldor Shomurodov,uz UZB,UZB,"FW,MF",FWD,28.0,10.4,18.463076923076922,0.29,0.29,0.34,0.34,0.16,1.1538461538461537,1.7307692307692306,5.0,0.09615384615384615,0.0
