team_A,team_B,P_team_A_wins,P_team_B_wins
EGY,JOR,0.8493081116190092,0.1506918883809908
URU,CIV,0.8236475850150107,0.17635241498498933
UZB,CPV,0.7973619811710166,0.20263801882898336
GHA,NOR,0.7788398274094541,0.22116017259054588
JPN,SCO,0.7270272118379367,0.2729727881620633
COL,ECU,0.6847235327061518,0.3152764672938482
NZL,RSA,0.6707146623502384,0.32928533764976164
CAN,EGY,0.6500297118776474,0.34997028812235265
CAN,ALG,0.6490969878445496,0.3509030121554504
ALG,EGY,0.6426698005268656,0.3573301994731344
EGY,ALG,0.6407856501024836,0.35921434989751644
ALG,CAN,0.6342920000560016,0.3657079999439984
EGY,CAN,0.633340991428938,0.36665900857106204
RSA,NZL,0.6116676074157257,0.3883323925842743
ECU,COL,0.5963263354823735,0.40367366451762654
SCO,JPN,0.5464047454607178,0.4535952545392822
NOR,GHA,0.47672390751385807,0.5232760924861419
CPV,UZB,0.4491412420993869,0.5508587579006131
CIV,URU,0.40720982594819954,0.5927901740518005
JOR,EGY,0.36275228719386493,0.6372477128061351
JOR,ALG,0.36180562290217366,0.6381943770978263
JOR,CAN,0.35440436477343673,0.6455956352265633
UZB,HAI,0.2972012946714252,0.7027987053285748
URU,SEN,0.2785744706972994,0.7214255293027005
USA,NOR,0.21452859946824743,0.7854714005317526
KOR,JOR,0.18561706910543604,0.8143829308945639
CPV,HAI,0.1614234109226415,0.8385765890773584
NZL,PAR,0.14967194764523314,0.8503280523547668
RSA,PAR,0.13403747268708543,0.8659625273129146
ESP,GER,0.12932176006307694,0.8706782399369231
CIV,SEN,0.12898884179219178,0.8710111582078082
NED,BRA,0.12670420873421387,0.8732957912657862
USA,GHA,0.12197210973447649,0.8780278902655235
HAI,RSA,0.07335872760366631,0.9266412723963336
CRO,AUT,0.06814956927854537,0.9318504307214546
KOR,EGY,0.06754313837591212,0.9324568616240879
KOR,ALG,0.06728552831858585,0.9327144716814142
KOR,CAN,0.06529271347895149,0.9347072865210485
HAI,NZL,0.06508564405121123,0.9349143559487888
GHA,CIV,0.05963696193526641,0.9403630380647336
MEX,CPV,0.054326975809678574,0.9456730241903214
CAN,ECU,0.05237018824041075,0.9476298117595893
ALG,ECU,0.050795067773663015,0.949204932226337
EGY,ECU,0.050597868818606506,0.9494021311813935
CAN,COL,0.04359168918288631,0.9564083108171136
ALG,COL,0.042268819759032975,0.957731180240967
EGY,COL,0.04210325355849163,0.9578967464415084
BEL,POR,0.03907915322351859,0.9609208467764814
GER,FRA,0.03220054192224048,0.9677994580777596
NOR,CIV,0.031248540251515373,0.9687514597484846
MEX,UZB,0.025483997064367683,0.9745160029356323
SEN,SUI,0.025220212438816232,0.9747797875611838
GHA,URU,0.02374444891391757,0.9762555510860824
PAR,TUN,0.020675684396608163,0.9793243156033918
UZB,RSA,0.018347588735320525,0.9816524112646795
JOR,ECU,0.01665524655345893,0.983344753446541
UZB,NZL,0.016170165881709494,0.9838298341182905
JOR,COL,0.013776395143290262,0.9862236048567098
NOR,URU,0.012219583226008137,0.9877804167739919
ARG,MAR,0.010822555637696086,0.9891774443623039
SUI,SCO,0.010116548887164184,0.9898834511128358
CPV,RSA,0.008436182605085758,0.9915638173949143
CPV,NZL,0.007426109958420885,0.9925738900415791
JPN,CRO,0.007073920850745743,0.9929260791492542
SUI,JPN,0.006826229525295807,0.9931737704747042
HAI,PAR,0.0067946594127006165,0.9932053405872994
MEX,HAI,0.006136018096791159,0.9938639819032088
URU,SUI,0.005546739539217602,0.9944532604607824
GHA,SEN,0.00521601145530363,0.9947839885446964
USA,CIV,0.004894436565806009,0.995105563434194
SCO,CRO,0.004768422741107592,0.9952315772588924
AUT,ARG,0.00399235506389609,0.9960076449361039
ENG,ESP,0.0033670422912257525,0.9966329577087742
TUN,PAN,0.0031536416705003453,0.9968463583294996
ESP,FRA,0.0027514176217885277,0.9972485823782115
NOR,SEN,0.00265980914154909,0.9973401908584509
KOR,ECU,0.002150606093538357,0.9978493939064617
CIV,SUI,0.0021345385626586597,0.9978654614373413
NZL,TUN,0.002070372740957639,0.9979296272590423
USA,URU,0.0018827546399458903,0.9981172453600541
RSA,TUN,0.0018210851132997926,0.9981789148867002
KOR,COL,0.0017743510005187326,0.9982256489994813
POR,NED,0.0016230435498949443,0.998376956450105
UZB,PAR,0.0016125339801790135,0.998387466019821
CPV,PAR,0.0007346739055499641,0.9992653260944501
MAR,BEL,0.0005362702700821313,0.9994637297299178
PAN,KOR,0.0004801982588506357,0.9995198017411494
USA,SEN,0.0004064871003985399,0.9995935128996014
JPN,AUT,0.00029080055891116504,0.9997091994410888
ENG,GER,0.00028007023589842806,0.9997199297641016
MEX,RSA,0.0002727989557795672,0.9997272010442204
MEX,NZL,0.00023989998619911338,0.9997601000138009
SCO,AUT,0.00019558877274167855,0.9998044112272583
CRO,ARG,0.0001636340522045591,0.9998363659477955
COL,USA,0.00016193701615147658,0.9998380629838485
SEN,SCO,0.00014760049151866622,0.9998523995084814
ECU,USA,0.00013355907292829245,0.9998664409270717
POR,BRA,0.00013166473764777718,0.9998683352623522
SEN,JPN,9.926956547867665e-05,0.9999007304345213
HAI,TUN,8.062845712789068e-05,0.9999193715428721
GHA,SUI,7.573217825408735e-05,0.9999242678217459
PAN,JOR,6.112983765585376e-05,0.9999388701623442
NOR,SUI,3.852068609834424e-05,0.9999614793139017
PAR,PAN,3.728744673590916e-05,0.9999627125532641
BEL,NED,3.6909527767356146e-05,0.9999630904722326
URU,SCO,3.182359665276877e-05,0.9999681764033472
SUI,CRO,2.7336846640995816e-05,0.999972663153359
COL,NOR,2.4695733324159938e-05,0.9999753042666758
AUT,MAR,2.4483462725160573e-05,0.9999755165372748
MEX,PAR,2.357976377803099e-05,0.999976420236222
URU,JPN,2.140233275998277e-05,0.9999785976672401
ECU,NOR,2.0367547764118904e-05,0.9999796324522359
PAN,EGY,1.9428290675715784e-05,0.9999805717093243
PAN,ALG,1.9348847050798398e-05,0.9999806511529492
UZB,TUN,1.903689911613884e-05,0.9999809631008839
PAN,CAN,1.873576781385492e-05,0.9999812642321861
COL,GHA,1.2561011135885288e-05,0.9999874389888641
CIV,SCO,1.2204961087599003e-05,0.9999877950389124
MAR,POR,1.2182327935195937e-05,0.9999878176720648
ECU,GHA,1.0359540524970386e-05,0.999989640459475
CPV,TUN,8.665722037067296e-06,0.9999913342779629
BRA,ENG,8.438509430406821e-06,0.9999915614905696
CIV,JPN,8.208153313127325e-06,0.9999917918466869
USA,SUI,5.873870639977052e-06,0.99999412612936
ENG,FRA,5.203858966964842e-06,0.999994796141033
CAN,USA,4.121320587029635e-06,0.999995878679413
ALG,USA,3.990732271819771e-06,0.9999960092677281
EGY,USA,3.974413640530089e-06,0.9999960255863595
NZL,PAN,3.664312605666327e-06,0.9999963356873943
ARG,BEL,3.277421107314063e-06,0.9999967225788927
RSA,PAN,3.2222997414923356e-06,0.9999967777002585
BEL,BRA,2.9898146027560785e-06,0.9999970101853972
JOR,USA,1.2630992603923542e-06,0.9999987369007396
SUI,AUT,1.1161898621874849e-06,0.9999988838101378
CRO,MAR,9.996807037842711e-07,0.9999990003192962
TUN,KOR,8.485438565462817e-07,0.9999991514561435
NED,ENG,6.835340388717426e-07,0.9999993164659611
JPN,ARG,6.509522269308065e-07,0.9999993490477731
CAN,NOR,6.284259362380831e-07,0.9999993715740637
ALG,NOR,6.085135416359858e-07,0.9999993914864583
EGY,NOR,6.06025241020219e-07,0.999999393974759
PAN,ECU,5.780776333859543e-07,0.9999994219223666
PAN,COL,4.7676146670791135e-07,0.9999995232385332
COL,CIV,4.447451166157938e-07,0.9999995552548834
SCO,ARG,4.3778062242359824e-07,0.9999995622193776
GHA,SCO,4.3213837797029794e-07,0.999999567861622
SEN,CRO,3.9487869890765905e-07,0.999999605121301
ECU,CIV,3.6679732428323793e-07,0.9999996332026757
CAN,GHA,3.1963302034388247e-07,0.9999996803669796
ALG,GHA,3.095050794601297e-07,0.9999996904949205
EGY,GHA,3.082394676759283e-07,0.9999996917605323
GHA,JPN,2.9062316203578034e-07,0.999999709376838
MEX,TUN,2.779356724764406e-07,0.9999997220643275
NOR,SCO,2.1979627776291621e-07,0.9999997802037223
JOR,NOR,1.9259904579076603e-07,0.9999998074009542
COL,URU,1.705650023319206e-07,0.9999998294349977
KOR,USA,1.6072690156661752e-07,0.9999998392730984
NOR,JPN,1.4781812507673365e-07,0.9999998521818749
HAI,PAN,1.4241928100600257e-07,0.999999857580719
ECU,URU,1.4067109705753719e-07,0.9999998593289029
TUN,JOR,1.0797550108567433e-07,0.9999998920244989
JOR,GHA,9.796063145706055e-08,0.9999999020393685
URU,CRO,8.512850635840729e-08,0.9999999148714936
ARG,POR,7.441363700661251e-08,0.999999925586363
COL,SEN,3.6770637086354214e-08,0.9999999632293629
TUN,EGY,3.4315355210456285e-08,0.9999999656846448
TUN,ALG,3.4175034638297074e-08,0.9999999658249653
UZB,PAN,3.3624043975188577e-08,0.999999966375956
USA,SCO,3.351479749984029e-08,0.9999999664852025
TUN,CAN,3.30921589522453e-08,0.9999999669078411
CIV,CRO,3.264777987211638e-08,0.9999999673522201
ECU,SEN,3.032606728479333e-08,0.9999999696739327
KOR,NOR,2.450782762990951e-08,0.9999999754921723
USA,JPN,2.253948191007426e-08,0.999999977460518
SEN,AUT,1.612286216547e-08,0.9999999838771378
BRA,ESP,1.5916372297938484e-08,0.9999999840836277
CPV,PAN,1.5305728126534534e-08,0.9999999846942719
KOR,GHA,1.2465285391800469e-08,0.9999999875347146
CAN,CIV,1.131704643887354e-08,0.9999999886829536
MAR,NED,1.1056879108309443e-08,0.9999999889431209
ALG,CIV,1.0958452663401817e-08,0.9999999890415473
EGY,CIV,1.091364192564181e-08,0.9999999890863581
PAR,KOR,1.0001597634906028e-08,0.9999999899984023
AUT,BEL,7.334348092122393e-09,0.9999999926656519
CAN,URU,4.340219744613817e-09,0.9999999956597803
ALG,URU,4.2026948344246705e-09,0.9999999957973051
EGY,URU,4.1855093919938456e-09,0.9999999958144906
JPN,MAR,3.976183190608069e-09,0.9999999960238168
URU,AUT,3.4757883126820994e-09,0.9999999965242117
JOR,CIV,3.4684300675123832e-09,0.9999999965315699
SCO,MAR,2.6740757788960433e-09,0.9999999973259243
SUI,ARG,2.497850311182887e-09,0.9999999975021497
CIV,AUT,1.3330054861361429e-09,0.9999999986669945
JOR,URU,1.3301835130128804e-09,0.9999999986698165
BRA,GER,1.3198341950016074e-09,0.9999999986801658
NED,ESP,1.2892440448698296e-09,0.999999998710756
PAR,JOR,1.272682275195672e-09,0.9999999987273177
GHA,CRO,1.1559392025935055e-09,0.9999999988440608
TUN,ECU,1.02101447778678e-09,0.9999999989789855
NZL,KOR,9.828441357857083e-10,0.9999999990171559
CAN,SEN,9.35670401976125e-10,0.9999999990643296
ALG,SEN,9.060225970274686e-10,0.9999999990939774
EGY,SEN,9.023177362543702e-10,0.9999999990976822
MAR,BRA,8.956196308262336e-10,0.9999999991043804
RSA,KOR,8.642867970053388e-10,0.9999999991357132
TUN,COL,8.420673671056951e-10,0.9999999991579326
POR,ENG,6.203794913576352e-10,0.9999999993796205
NOR,CRO,5.879391722575737e-10,0.9999999994120609
COL,SUI,5.311348032045473e-10,0.9999999994688652
MEX,PAN,4.908964541785167e-10,0.9999999995091036
KOR,CIV,4.4135043276524647e-10,0.9999999995586496
ECU,SUI,4.3804597780410186e-10,0.9999999995619541
PAR,EGY,4.0446713120349194e-10,0.9999999995955329
PAR,ALG,4.028132051159216e-10,0.9999999995971868
PAR,CAN,3.9004960020017403e-10,0.9999999996099505
CRO,BEL,2.994606691465578e-10,0.9999999997005393
JOR,SEN,2.867627476531898e-10,0.9999999997132373
KOR,URU,1.6926305463927455e-10,0.999999999830737
AUT,POR,1.665253730068982e-10,0.9999999998334747
NZL,JOR,1.2506484930801056e-10,0.9999999998749352
RSA,JOR,1.0997867726888383e-10,0.9999999998900213
NED,GER,1.069080517497272e-10,0.999999999893092
USA,CRO,8.964964666460647e-11,0.9999999999103504
ARG,NED,6.753821105690199e-11,0.9999999999324618
GHA,AUT,4.71968770369385e-11,0.9999999999528031
PAN,USA,4.3110115417604965e-11,0.9999999999568899
NZL,EGY,3.9746464424224236e-11,0.9999999999602536
NZL,ALG,3.958393523618334e-11,0.9999999999604161
NZL,CAN,3.832967220774704e-11,0.9999999999616703
HAI,KOR,3.8199650896293426e-11,0.9999999999618003
KOR,SEN,3.648995654019886e-11,0.9999999999635101
SEN,ARG,3.6080288343552456e-11,0.9999999999639198
RSA,EGY,3.495197577602611e-11,0.9999999999650481
RSA,ALG,3.48090519631631e-11,0.999999999965191
RSA,CAN,3.3706086664942656e-11,0.999999999966294
BRA,FRA,2.4516504375539075e-11,0.9999999999754835
NOR,AUT,2.4005495047545657e-11,0.9999999999759945
SUI,MAR,1.525750063988178e-11,0.9999999999847425
BEL,ENG,1.4085631637426273e-11,0.9999999999859144
CAN,SUI,1.351532463523119e-11,0.9999999999864847
ALG,SUI,1.3087075854341434e-11,0.9999999999869129
EGY,SUI,1.3033560860157508e-11,0.9999999999869664
PAR,ECU,1.203446039324165e-11,0.9999999999879655
PAR,COL,9.925252380406483e-12,0.9999999999900747
UZB,KOR,9.0186286070188e-12,0.9999999999909813
URU,ARG,7.7782369949682e-12,0.9999999999922218
CRO,POR,6.799213598988902e-12,0.9999999999932008
PAN,NOR,6.573480379329041e-12,0.9999999999934265
ARG,BRA,5.4706709235070984e-12,0.9999999999945294
HAI,JOR,4.860825236756046e-12,0.9999999999951392
JOR,SUI,4.142154777109226e-12,0.9999999999958579
CPV,KOR,4.105296647457221e-12,0.9999999999958947
USA,AUT,3.660385715973408e-12,0.9999999999963396
PAN,GHA,3.343434154858827e-12,0.9999999999966566
COL,SCO,3.030501097405541e-12,0.9999999999969695
CIV,ARG,2.9830448899206267e-12,0.9999999999970169
ECU,SCO,2.499363265817295e-12,0.9999999999975007
COL,JPN,2.0380825488844613e-12,0.999999999997962
NED,FRA,1.9858643800173107e-12,0.9999999999980141
ECU,JPN,1.680879990357104e-12,0.9999999999983191
HAI,EGY,1.5448035031284991e-12,0.9999999999984552
HAI,ALG,1.5384865724859046e-12,0.9999999999984616
HAI,CAN,1.489737836005506e-12,0.9999999999985103
JPN,BEL,1.1910896040712944e-12,0.999999999998809
NZL,ECU,1.182610933778942e-12,0.9999999999988174
POR,ESP,1.1701246377345652e-12,0.9999999999988298
UZB,JOR,1.1476015226375814e-12,0.9999999999988524
RSA,ECU,1.039956366144623e-12,0.99999999999896
NZL,COL,9.753417770316943e-13,0.9999999999990247
RSA,COL,8.57689423646487e-13,0.9999999999991424
SCO,BEL,8.010354915535943e-13,0.999999999999199
KOR,SUI,5.270804837768103e-13,0.9999999999994729
CPV,JOR,5.223903642970867e-13,0.9999999999994776
UZB,EGY,3.6471561227014323e-13,0.9999999999996353
UZB,ALG,3.632242360385921e-13,0.9999999999996367
UZB,CAN,3.517150536494687e-13,0.9999999999996483
SEN,MAR,2.2038751428674078e-13,0.9999999999997796
CPV,EGY,1.660192303689739e-13,0.999999999999834
CPV,ALG,1.6534035311276926e-13,0.9999999999998347
CPV,CAN,1.6010135171514417e-13,0.9999999999998399
AUT,NED,1.5113929928170842e-13,0.9999999999998489
MEX,KOR,1.316680605508725e-13,0.9999999999998683
PAN,CIV,1.1837884549371224e-13,0.9999999999998817
GHA,ARG,1.0561877212727947e-13,0.9999999999998944
POR,GER,9.703030677129648e-14,0.999999999999903
CAN,SCO,7.711452134310007e-14,0.9999999999999228
TUN,USA,7.61420681937827e-14,0.9999999999999238
ALG,SCO,7.467105804156632e-14,0.9999999999999253
EGY,SCO,7.436571701035841e-14,0.9999999999999256
NOR,ARG,5.3720310968589153e-14,0.9999999999999463
CAN,JPN,5.1861311104408174e-14,0.9999999999999482
ALG,JPN,5.0218025141583463e-14,0.9999999999999498
EGY,JPN,5.001267618866778e-14,0.99999999999995
URU,MAR,4.751143617488068e-14,0.9999999999999525
HAI,ECU,4.5963874768156945e-14,0.999999999999954
PAN,URU,4.539967223311593e-14,0.9999999999999546
HAI,COL,3.7908060897403775e-14,0.9999999999999621
JPN,POR,2.7043526798812285e-14,0.9999999999999729
BEL,ESP,2.6567520101225293e-14,0.9999999999999735
JOR,SCO,2.363393344841926e-14,0.9999999999999764
CIV,MAR,1.8221191638320897e-14,0.9999999999999818
SCO,POR,1.818740144198616e-14,0.9999999999999818
MEX,JOR,1.675448378616575e-14,0.9999999999999832
JOR,JPN,1.5894370526349618e-14,0.9999999999999841
AUT,BRA,1.2242452931302003e-14,0.9999999999999878
TUN,NOR,1.1610230834378795e-14,0.9999999999999883
UZB,ECU,1.085169906360765e-14,0.9999999999999891
PAN,SEN,9.787322283863458e-15,0.9999999999999902
UZB,COL,8.949786566482486e-15,0.999999999999991
USA,ARG,8.191335297756589e-15,0.9999999999999918
COL,CRO,8.10636983619452e-15,0.9999999999999919
ECU,CRO,6.68561479982598e-15,0.9999999999999933
CRO,NED,6.171001813707288e-15,0.9999999999999938
TUN,GHA,5.905249590369059e-15,0.9999999999999941
MEX,EGY,5.324689530118948e-15,0.9999999999999947
MEX,ALG,5.302916084896293e-15,0.9999999999999947
MEX,CAN,5.134887020864241e-15,0.9999999999999949
CPV,ECU,4.939713755387799e-15,0.9999999999999951
SUI,BEL,4.570476120727863e-15,0.9999999999999954
MAR,ENG,4.219435709926937e-15,0.9999999999999958
CPV,COL,4.073959621539765e-15,0.9999999999999959
KOR,SCO,3.007368325379335e-15,0.999999999999997
BEL,GER,2.2030598642574105e-15,0.9999999999999978
KOR,JPN,2.022525221081363e-15,0.999999999999998
POR,FRA,1.802380894847447e-15,0.9999999999999982
PAR,USA,8.974688635163991e-16,0.9999999999999991
GHA,MAR,6.451461371005367e-16,0.9999999999999993
CRO,BRA,4.998580753141313e-16,0.9999999999999994
COL,AUT,3.3098223426649016e-16,0.9999999999999997
NOR,MAR,3.281372279490059e-16,0.9999999999999997
ECU,AUT,2.7297295443040016e-16,0.9999999999999998
TUN,CIV,2.09083414381574e-16,0.9999999999999998
CAN,CRO,2.0627573119231514e-16,0.9999999999999998
ALG,CRO,1.9973964472783503e-16,0.9999999999999998
EGY,CRO,1.989228796960573e-16,0.9999999999999998
MEX,ECU,1.5843009304787997e-16,0.9999999999999999
PAN,SUI,1.41373327161675e-16,0.9999999999999999
PAR,NOR,1.3684709279991927e-16,0.9999999999999999
MEX,COL,1.306629966584318e-16,0.9999999999999999
SUI,POR,1.0377203615211296e-16,0.9999999999999999
NZL,USA,8.81931101210964e-17,0.9999999999999999
TUN,URU,8.018593560965065e-17,0.9999999999999999
RSA,USA,7.755465783445845e-17,0.9999999999999999
PAR,GHA,6.960380462953592e-17,0.9999999999999999
SEN,BEL,6.60184059705067e-17,0.9999999999999999
JOR,CRO,6.321905158864323e-17,0.9999999999999999
USA,MAR,5.003474494736609e-17,1.0
BEL,FRA,4.0922812074598535e-17,1.0
ARG,ENG,2.5773379051621022e-17,1.0
JPN,NED,2.4544846325787e-17,1.0
TUN,SEN,1.728659163914144e-17,1.0
SCO,NED,1.6506980645680753e-17,1.0
URU,BEL,1.4232336581252824e-17,1.0
NZL,NOR,1.3447787678970146e-17,1.0
RSA,NOR,1.1825624140490512e-17,1.0
CAN,AUT,8.422216573459093e-18,1.0
ALG,AUT,8.155348845352991e-18,1.0
EGY,AUT,8.122000414359688e-18,1.0
KOR,CRO,8.044491354904758e-18,1.0
MAR,ESP,7.958460502394527e-18,1.0
NZL,GHA,6.839876296641871e-18,1.0
RSA,GHA,6.014803935224822e-18,1.0
CIV,BEL,5.458267591691768e-18,1.0
HAI,USA,3.427752063869822e-18,1.0
JOR,AUT,2.581227277540582e-18,1.0
PAR,CIV,2.4644176174409216e-18,1.0
JPN,BRA,1.988160109763161e-18,1.0
SEN,POR,1.4989388917286888e-18,1.0
SCO,BRA,1.3370839652760685e-18,1.0
PAR,URU,9.45132989012549e-19,1.0
UZB,USA,8.092645376264788e-19,1.0
PAN,SCO,8.06635189967166e-19,1.0
COL,ARG,7.406832691528417e-19,1.0
MAR,GER,6.599398380917884e-19,1.0
ECU,ARG,6.108681353423542e-19,1.0
PAN,JPN,5.424809465979045e-19,1.0
HAI,NOR,5.226676087029881e-19,1.0
CPV,USA,3.6837873450316925e-19,1.0
KOR,AUT,3.2845574233432346e-19,1.0
URU,POR,3.231432584322498e-19,1.0
HAI,GHA,2.6584162935444706e-19,1.0
TUN,SUI,2.4969679187328257e-19,1.0
NZL,CIV,2.421751474115242e-19,1.0
RSA,CIV,2.1296233535387806e-19,1.0
PAR,SEN,2.0375303850385871e-19,1.0
GHA,BEL,1.9325740719586893e-19,1.0
CIV,POR,1.2392922025872846e-19,1.0
UZB,NOR,1.2339759492751561e-19,1.0
NOR,BEL,9.82954810252276e-20,1.0
SUI,NED,9.418404260717315e-20,1.0
NZL,URU,9.287700238699252e-20,1.0
RSA,URU,8.167354718438903e-20,1.0
UZB,GHA,6.276305848635854e-20,1.0
AUT,ENG,5.767654174966883e-20,1.0
CPV,NOR,5.617081652120272e-20,1.0
ARG,ESP,4.8612286878313246e-20,1.0
CPV,GHA,2.856986187305863e-20,1.0
NZL,SEN,2.0022548851301254e-20,1.0
CAN,ARG,1.8847521888803858e-20,1.0
ALG,ARG,1.8250316235989803e-20,1.0
EGY,ARG,1.8175687986095904e-20,1.0
RSA,SEN,1.7607292939371416e-20,1.0
USA,BEL,1.4988208906733082e-20,1.0
MAR,FRA,1.2258674588434e-20,1.0
MEX,USA,1.1814910756830945e-20,1.0
HAI,CIV,9.41248539957387e-21,1.0
SUI,BRA,7.629013194964935e-21,1.0
JOR,ARG,5.776357944384082e-21,1.0
COL,MAR,4.524280488065635e-21,1.0
GHA,POR,4.387883038102266e-21,1.0
ARG,GER,4.031079217154257e-21,1.0
ECU,MAR,3.731336862342662e-21,1.0
HAI,URU,3.60979827314084e-21,1.0
PAR,SUI,2.94311805999102e-21,1.0
CRO,ENG,2.354927179344127e-21,1.0
NOR,POR,2.23178547291364e-21,1.0
UZB,CIV,2.2222116719266508e-21,1.0
PAN,CRO,2.157690415733935e-21,1.0
MEX,NOR,1.8015512899554356e-21,1.0
TUN,SCO,1.424697453123949e-21,1.0
SEN,NED,1.3604447756732887e-21,1.0
CPV,CIV,1.011554918622109e-21,1.0
TUN,JPN,9.581422092653349e-22,1.0
MEX,GHA,9.163133936610783e-22,1.0
UZB,URU,8.522441751928145e-22,1.0
HAI,SEN,7.7820515746347275e-22,1.0
KOR,ARG,7.350293998206873e-22,1.0
CPV,URU,3.8794314608918833e-22,1.0
USA,POR,3.4030523635625125e-22,1.0
URU,NED,2.932865109805775e-22,1.0
NZL,SUI,2.892164237845276e-22,1.0
RSA,SUI,2.54329173287079e-22,1.0
UZB,SEN,1.8372794332803302e-22,1.0
CAN,MAR,1.1512542416063392e-22,1.0
CIV,NED,1.1247880829872376e-22,1.0
ALG,MAR,1.1147754119241178e-22,1.0
EGY,MAR,1.1102169299262854e-22,1.0
SEN,BRA,1.101975542494092e-22,1.0
AUT,ESP,1.0878622426916843e-22,1.0
PAN,AUT,8.809827445403791e-23,1.0
CPV,SEN,8.363330420304428e-23,1.0
ARG,FRA,7.487908065404637e-23,1.0
JOR,MAR,3.5283453303529695e-23,1.0
MEX,CIV,3.2443325224167367e-23,1.0
URU,BRA,2.3756536672653342e-23,1.0
PAR,SCO,1.6792577801480992e-23,1.0
MEX,URU,1.2442394797706644e-23,1.0
PAR,JPN,1.1293399562616618e-23,1.0
HAI,SUI,1.1240812260404861e-23,1.0
JPN,ENG,9.366603263189638e-24,1.0
CIV,BRA,9.110909756166497e-24,1.0
AUT,GER,9.020885786793969e-24,1.0
SCO,ENG,6.2992587824354665e-24,1.0
KOR,MAR,4.4897452261435285e-24,1.0
CRO,ESP,4.4417301817711635e-24,1.0
GHA,NED,3.982465588418556e-24,1.0
TUN,CRO,3.810961979046837e-24,1.0
MEX,SEN,2.6823481729762056e-24,1.0
UZB,SUI,2.6538648557307475e-24,1.0
NOR,NED,2.0255801646105445e-24,1.0
NZL,SCO,1.6501850074891532e-24,1.0
RSA,SCO,1.4511284775380659e-24,1.0
COL,BEL,1.3552754426772238e-24,1.0
CPV,SUI,1.2080442570285535e-24,1.0
ECU,BEL,1.117744408470886e-24,1.0
NZL,JPN,1.1097878397306527e-24,1.0
RSA,JPN,9.759176885923793e-25,1.0
CRO,GER,3.683218250720116e-25,1.0
GHA,BRA,3.2258418391806227e-25,1.0
USA,NED,3.0886281187967886e-25,1.0
PAN,ARG,1.9714930643921727e-25,1.0
AUT,FRA,1.6756694622268768e-25,1.0
NOR,BRA,1.6407426752455151e-25,1.0
TUN,AUT,1.556011798151186e-25,1.0
HAI,SCO,6.413681360620126e-26,1.0
PAR,CRO,4.491892323616186e-26,1.0
HAI,JPN,4.313350048400648e-26,1.0
MEX,SUI,3.8745274225300355e-26,1.0
SUI,ENG,3.5941743089991017e-26,1.0
CAN,BEL,3.4486513513978587e-26,1.0
ALG,BEL,3.339376822163164e-26,1.0
EGY,BEL,3.325721615055991e-26,1.0
COL,POR,3.0771343842219396e-26,1.0
ECU,POR,2.5378234149091337e-26,1.0
USA,BRA,2.501823453354913e-26,1.0
JPN,ESP,1.7666756229113263e-26,1.0
UZB,SCO,1.5142182935267656e-26,1.0
SCO,ESP,1.1881304909191847e-26,1.0
JOR,BEL,1.0569370736686366e-26,1.0
UZB,JPN,1.0183470588007766e-26,1.0
CPV,SCO,6.89275005632832e-27,1.0
CRO,FRA,6.841740923583871e-27,1.0
CPV,JPN,4.6355349006928104e-27,1.0
NZL,CRO,4.4141247730490296e-27,1.0
RSA,CRO,3.881663045360017e-27,1.0
PAR,AUT,1.8340349470816855e-27,1.0
JPN,GER,1.464981354363719e-27,1.0
KOR,BEL,1.344930197170681e-27,1.0
PAN,MAR,1.2042377592500634e-27,1.0
SCO,GER,9.852340708020182e-28,1.0
CAN,POR,7.830115796695165e-28,1.0
ALG,POR,7.5820094703799875e-28,1.0
EGY,POR,7.551005509126064e-28,1.0
SEN,ENG,5.191617949476909e-28,1.0
TUN,ARG,3.482095974272346e-28,1.0
JOR,POR,2.3997611916585955e-28,1.0
MEX,SCO,2.2106929406360713e-28,1.0
NZL,AUT,1.802282537359146e-28,1.0
HAI,CRO,1.7156130768290473e-28,1.0
RSA,AUT,1.584878969728871e-28,1.0
MEX,JPN,1.4867424753963464e-28,1.0
URU,ENG,1.1192159666993303e-28,1.0
SUI,ESP,6.779127884232151e-29,1.0
CIV,ENG,4.2923241761903445e-29,1.0
UZB,CRO,4.050423710630276e-29,1.0
KOR,POR,3.053645645579685e-29,1.0
COL,NED,2.79282325661158e-29,1.0
JPN,FRA,2.7212677072497736e-29,1.0
ECU,NED,2.3033418009541e-29,1.0
CPV,CRO,1.8437604656443086e-29,1.0
SCO,FRA,1.8301158939461297e-29,1.0
HAI,AUT,7.004830285071828e-30,1.0
SUI,GER,5.621459774761236e-30,1.0
PAR,ARG,4.1042656061451765e-30,1.0
COL,BRA,2.2622181938782016e-30,1.0
TUN,MAR,2.1269521710664732e-30,1.0
ECU,BRA,1.865732719212756e-30,1.0
UZB,AUT,1.653783773205813e-30,1.0
GHA,ENG,1.5197559064296014e-30,1.0
SEN,ESP,9.792135544861757e-31,1.0
NOR,ENG,7.729853154452481e-31,1.0
CPV,AUT,7.528054735998168e-31,1.0
CAN,NED,7.106654038608411e-31,1.0
ALG,NED,6.881471439564924e-31,1.0
EGY,NED,6.8533320822195565e-31,1.0
MEX,CRO,5.913442693140273e-31,1.0
NZL,ARG,4.033208986780303e-31,1.0
PAN,BEL,3.6073666665040345e-31,1.0
RSA,ARG,3.5466959098632965e-31,1.0
JOR,NED,2.178035805242413e-31,1.0
